produto;marca_raw;estado;familia_v2;sku_v2;confianca;metodo;motivo;candidatos;atributos
Ar Condicionado LG Dual Inverter Compact +AI 9.000 BTUs Inverter Quente/Frio;LG;MAPEADO;LG-DUAL-INVERTER-COMPACT-9000-QF;S3-W09AAQAL;alta;familia_linha_unica;1 SKU na família-linha;S3-W09AAQAL;"{""marca"": ""LG"", ""capacidade_btu"": 9000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Dual Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado LG Dual Inverter AI Voice 18.000 BTUs Inverter Frio;LG;MAPEADO;LG-DUAL-INVERTER-VOICE-18000-F;S3-Q18KL33B;alta;familia_linha_unica;1 SKU na família-linha;S3-Q18KL33B;"{""marca"": ""LG"", ""capacidade_btu"": 18000, ""ciclo"": ""Frio"", ""tecnologia"": ""Dual Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado AirVolution Springer Frio Modo Turbo 220V 12.000BTU Midea;Midea;MAPEADO;MIDEA-12000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Springer"", ""capacidade_btu"": 12000, ""ciclo"": ""Frio"", ""tecnologia"": null, ""edicao"": null, ""voltagem"": ""220V"", ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea 12.000 BTUs Inverter Frio;Midea;MAPEADO;MIDEA-12000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 12000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea 12.000 BTUs On/Off Frio;Midea;MAPEADO;MIDEA-12000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 12000, ""ciclo"": ""Frio"", ""tecnologia"": ""On/Off"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea AI Airvolution 12.000 BTUs Inverter Frio;Midea;MAPEADO;MIDEA-12000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 12000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Airvolution"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea AI Airvolution 12.000 BTUs On/Off Frio;Midea;MAPEADO;MIDEA-12000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 12000, ""ciclo"": ""Frio"", ""tecnologia"": ""On/Off"", ""edicao"": ""Airvolution"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea AI Airvolution Connect 12.000 BTUs Inverter Frio;Midea;MAPEADO;MIDEA-12000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 12000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Airvolution"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea AI Airvolution Connect Barril 12.000 BTUs Inverter Frio;Midea;MAPEADO;MIDEA-12000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 12000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Airvolution"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea Airvolution Lite 12.000 BTUs Inverter Frio;Midea;MAPEADO;MIDEA-12000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 12000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Airvolution Lite"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea Xtreme Save 12.000 BTUs Inverter Frio;Midea;MAPEADO;MIDEA-12000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 12000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Xtreme Save"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea Xtreme Save Black Edition 12.000 BTUs Inverter Frio;Midea;MAPEADO;MIDEA-12000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 12000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Xtreme Save"", ""voltagem"": null, ""cor"": ""Preto"", ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Split Inverter Midea AI 12000 BTUs Frio 127V 38EFVCA12M8;Midea;MAPEADO;MIDEA-12000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 12000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": ""127V"", ""cor"": null, ""form_factor"": ""HW"", ""sku_no_titulo"": ""38EFVCA12M8""}"
Ar Condicionado Springer/Midea Inverter 12.000BTUs Wi-Fi 220V - Branco;Midea;MAPEADO;MIDEA-12000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Springer"", ""capacidade_btu"": 12000, ""ciclo"": null, ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": ""220V"", ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea 12.000 BTUs Inverter Quente/Frio;Midea;MAPEADO;MIDEA-12000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 12000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea 12.000 BTUs Inverter Quente/Frio Preto;Midea;MAPEADO;MIDEA-12000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 12000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": ""Preto"", ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea 12.000 BTUs On/Off Quente/Frio;Midea;MAPEADO;MIDEA-12000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 12000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""On/Off"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea AI Airvolution 12.000 BTUs Inverter Quente/Frio;Midea;MAPEADO;MIDEA-12000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 12000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Airvolution"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea AI Airvolution Connect 12.000 BTUs Inverter Quente/Frio;Midea;MAPEADO;MIDEA-12000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 12000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Airvolution"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea Xtreme Save Connect Black Edition 12.000 BTUs Inverter Quente/Frio;Midea;MAPEADO;MIDEA-12000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 12000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Xtreme Save"", ""voltagem"": null, ""cor"": ""Preto"", ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea 18.000 BTUs Inverter Frio;Midea;MAPEADO;MIDEA-18000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 18000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea AI Airvolution 18.000 BTUs Inverter Frio;Midea;MAPEADO;MIDEA-18000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 18000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Airvolution"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea AI Airvolution 18.000 BTUs On/Off Frio;Midea;MAPEADO;MIDEA-18000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 18000, ""ciclo"": ""Frio"", ""tecnologia"": ""On/Off"", ""edicao"": ""Airvolution"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea AI Airvolution Connect 18.000 BTUs Inverter Frio;Midea;MAPEADO;MIDEA-18000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 18000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Airvolution"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea AI Airvolution Connect Barril 18.000 BTUs Inverter Frio;Midea;MAPEADO;MIDEA-18000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 18000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Airvolution"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea Airvolution Lite 18.000 BTUs Inverter Frio;Midea;MAPEADO;MIDEA-18000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 18000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Airvolution Lite"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea Xtreme Save 18.000 BTUs Inverter Frio;Midea;MAPEADO;MIDEA-18000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 18000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Xtreme Save"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea 18.000 BTUs Inverter Quente/Frio;Midea;MAPEADO;MIDEA-18000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 18000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea 18.000 BTUs Inverter Quente/Frio Preto;Midea;MAPEADO;MIDEA-18000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 18000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": ""Preto"", ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea AI Airvolution 18.000 BTUs Inverter Quente/Frio;Midea;MAPEADO;MIDEA-18000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 18000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Airvolution"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea Xtreme Save Connect Black Edition 18.000 BTUs Inverter Quente/Frio;Midea;MAPEADO;MIDEA-18000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 18000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Xtreme Save"", ""voltagem"": null, ""cor"": ""Preto"", ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea 22.000 BTUs Inverter Frio;Midea;MAPEADO;MIDEA-22000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 22000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea 22.000 BTUs On/Off Frio;Midea;MAPEADO;MIDEA-22000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 22000, ""ciclo"": ""Frio"", ""tecnologia"": ""On/Off"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea AI Airvolution 22.000 BTUs Inverter Frio;Midea;MAPEADO;MIDEA-22000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 22000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Airvolution"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea AI Airvolution 22.000 BTUs On/Off Frio;Midea;MAPEADO;MIDEA-22000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 22000, ""ciclo"": ""Frio"", ""tecnologia"": ""On/Off"", ""edicao"": ""Airvolution"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea AI Airvolution Connect 22.000 BTUs Inverter Frio;Midea;MAPEADO;MIDEA-22000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 22000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Airvolution"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea AI Airvolution Connect Barril 22.000 BTUs Inverter Frio;Midea;MAPEADO;MIDEA-22000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 22000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Airvolution"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea Airvolution Lite 22.000 BTUs Inverter Frio;Midea;MAPEADO;MIDEA-22000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 22000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Airvolution Lite"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea AI Airvolution 22.000 BTUs Inverter Quente/Frio;Midea;MAPEADO;MIDEA-22000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 22000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Airvolution"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea AI Airvolution 22.000 BTUs On/Off Quente/Frio;Midea;MAPEADO;MIDEA-22000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 22000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""On/Off"", ""edicao"": ""Airvolution"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea AI Airvolution 23.000 BTUs Inverter Frio;Midea;MAPEADO;MIDEA-23000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": null, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Airvolution"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea 24.000 BTUs Inverter Frio;Midea;MAPEADO;MIDEA-24000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 24000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea 24.000 BTUs Inverter Quente/Frio;Midea;MAPEADO;MIDEA-24000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 24000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea 24.000 BTUs Inverter Quente/Frio Preto;Midea;MAPEADO;MIDEA-24000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 24000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": ""Preto"", ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea Xtreme Save 27.000 BTUs Inverter Quente/Frio;Midea;MAPEADO;MIDEA-27000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": null, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Xtreme Save"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea 30.000 BTUs Inverter Frio;Midea;MAPEADO;MIDEA-30000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 30000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea Xtreme Save 30.000 BTUs Inverter Frio;Midea;MAPEADO;MIDEA-30000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 30000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Xtreme Save"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea 30.000 BTUs Inverter Quente/Frio;Midea;MAPEADO;MIDEA-30000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 30000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea AI Airvolution 30.000 BTUs Inverter Quente/Frio;Midea;MAPEADO;MIDEA-30000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 30000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Airvolution"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea Xtreme Save 30.000 BTUs Inverter Quente/Frio;Midea;MAPEADO;MIDEA-30000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 30000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Xtreme Save"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea 9.000 BTUs Inverter Frio;Midea;MAPEADO;MIDEA-9000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 9000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea 9.000 BTUs On/Off Frio;Midea;MAPEADO;MIDEA-9000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 9000, ""ciclo"": ""Frio"", ""tecnologia"": ""On/Off"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea AI Airvolution 9.000 BTUs Inverter Frio;Midea;MAPEADO;MIDEA-9000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 9000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Airvolution"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea AI Airvolution 9.000 BTUs On/Off Frio;Midea;MAPEADO;MIDEA-9000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 9000, ""ciclo"": ""Frio"", ""tecnologia"": ""On/Off"", ""edicao"": ""Airvolution"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea AI Airvolution Connect 9.000 BTUs Inverter Frio;Midea;MAPEADO;MIDEA-9000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 9000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Airvolution"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea AI Airvolution Connect Barril 9.000 BTUs Inverter Frio;Midea;MAPEADO;MIDEA-9000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 9000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Airvolution"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea Airvolution Lite 9.000 BTUs Inverter Frio;Midea;MAPEADO;MIDEA-9000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 9000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Airvolution Lite"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea Xtreme Save 9.000 BTUs Inverter Frio;Midea;MAPEADO;MIDEA-9000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 9000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Xtreme Save"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea Xtreme Save Connect 9.000 BTUs Inverter Frio;Midea;MAPEADO;MIDEA-9000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 9000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Xtreme Save"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea 9.000 BTUs Inverter Quente/Frio;Midea;MAPEADO;MIDEA-9000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 9000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Midea AI Airvolution 9.000 BTUs Inverter Quente/Frio;Midea;MAPEADO;MIDEA-9000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Midea"", ""capacidade_btu"": 9000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Airvolution"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
